Id,PostId,PostNoticeTypeId,CreationDate,DeletionDate,ExpiryDate,Body,OwnerUserId,DeletionUserId
"57","18600","14","2012-03-15 09:59:09","2012-03-19 07:05:18","","I’d really like to know why we can or cannot change the label FAQ. Current answer does not meet that criterion.","4679","4679"
"58","18769","11","2012-03-18 17:27:08","2012-03-23 01:00:50","","","5359","5359"
"59","10312","13","2012-03-22 09:11:13","2012-03-29 15:12:44","","As zzzzBov mentioned in their comment; none of these answers cite any sources. I'm starting a bounty SPECIFICALLY for evidence / research (not blogs / opinions) into testing of these carousels. The answers already given are interesting and probably valid, but does anyone have any evidence into this issue?","3865","3865"
"60","19125","3","2012-03-23 16:27:12","","","","7627",""
"61","18662","13","2012-03-23 16:40:03","2012-03-31 18:05:13","","","10501","-1"
"62","19143","11","2012-03-27 18:52:36","2012-04-03 10:59:03","","","9571","9571"
"63","19331","3","2012-03-28 13:10:25","2012-04-02 21:11:17","","","7627","7627"
"64","19995","1","2012-04-14 13:02:20","","","","7627",""
"65","20007","11","2012-04-17 05:57:01","2012-04-22 21:05:23","","","4679","4679"
"66","20094","13","2012-04-18 20:58:27","2012-04-26 22:11:38","","I'm looking for any quantitative analyses of designs of Facebook Connect/Login buttons and their relative effectiveness.","4695","-1"
"67","20551","1","2012-04-25 20:27:37","","","","7627",""
"68","20597","1","2012-04-26 14:21:29","","","","7627",""
"69","20217","11","2012-04-26 18:45:13","2012-05-02 19:24:29","","I'm especially interested in the implementation of [tag:tag-hierarchy] with graph-edge relations. Is there a site that has actually done this or is it just a scientific model? Bounty will be awarded the answer providing proof(link) of the implementation. The best info-visualization on the topic wins, if there are more than one appropriate answer.","4679","4679"
"70","19069","11","2012-04-27 23:49:24","2012-05-06 01:14:54","","","13355","-1"
"71","20663","13","2012-04-30 12:52:29","2012-05-08 14:16:53","","Everybody has an opinion but I need data :)","1425","-1"
"72","20906","1","2012-05-03 13:07:54","2012-05-03 14:02:21","","","3865","3865"
"73","21068","1","2012-05-08 13:51:57","","","","3865",""
"74","5456","22","2012-05-09 18:00:57","2012-05-09 18:01:14","2012-05-09 19:00:57","","3865","3865"
"75","5456","22","2012-05-09 18:01:31","","","","3865",""
"76","21422","15","2012-05-21 12:53:18","2012-05-22 12:53:55","","","14279","14279"
"77","12201","14","2012-05-22 12:53:15","2012-05-29 08:26:13","","This is going to become increasingly important as web design moves towards more responsiveness. I'd really like to see a comprehensive and canonical answer to use as a resource for the future.","14279","14279"
"78","21422","15","2012-05-22 18:42:06","2012-05-27 00:06:44","","","7627","7627"
"79","21765","11","2012-05-26 08:19:51","2012-06-01 09:36:23","","","4679","4679"
"80","22210","15","2012-06-11 15:31:02","2012-06-12 16:14:06","","When a reference was requested, a good reference was provided.","4695","4695"
"81","22160","11","2012-06-12 16:26:04","2012-06-15 14:10:26","","","9035","9035"
"82","5529","10","2012-06-14 09:33:40","2012-06-21 12:50:25","","This question is worth revisiting in light of current trends in web usage (especially mobile). It's also worth updating with more recent references and studies. This bounty is for an answer that describes the current thinking, and provide recent references.","14279","14279"
"83","22646","11","2012-06-21 17:43:50","2012-06-28 22:05:26","","I'd really like to come up with some good language to use around the office so that we're not confusing each other.","4695","4695"
"84","22795","3","2012-06-26 16:18:26","","","","7627",""
"85","22823","1","2012-06-28 08:04:11","","","","3865",""
"86","22893","13","2012-06-28 17:37:45","2012-07-02 19:21:06","","","4407","4407"
"87","22945","3","2012-06-28 18:18:08","","","","3865",""
"88","22994","1","2012-06-28 18:18:26","2012-06-28 19:15:26","","","3865","3865"
"89","22712","13","2012-06-30 09:38:31","2012-07-05 22:38:32","","Current answers still revolve around the QWERTY keyboard. I'm looking for studies investigating alternatives. Sweet as Swype may be, the layout is still the same.","6829","6829"
"90","23244","3","2012-07-05 09:28:27","","","","249",""
"91","23181","11","2012-07-05 22:51:16","2012-07-12 05:47:59","","","15475","15475"
"92","23317","1","2012-07-06 10:37:46","","","","3865",""
"93","23250","1","2012-07-06 10:43:22","","","","3865",""
"94","23310","1","2012-07-06 10:44:30","","","","3865",""
"95","23359","3","2012-07-09 13:24:24","2012-08-22 16:48:04","","","7627","7627"
"96","23384","3","2012-07-09 15:26:03","","","","7627",""
"97","9042","1","2012-07-09 16:56:37","","","","7627",""
"98","20001","1","2012-07-09 22:47:11","","","","3865",""
"99","23462","3","2012-07-11 07:44:08","","","","3865",""
"100","23463","1","2012-07-11 07:47:47","","","","3865",""
"101","23473","1","2012-07-11 08:37:37","2015-11-08 05:12:19","","","3865","4679"
"102","3170","11","2012-07-13 21:53:48","2012-07-19 23:35:47","","","3147","3147"
"103","23521","11","2012-07-14 12:36:13","2012-07-20 17:34:53","","","5022","5022"
"104","23542","11","2012-07-15 00:47:22","2012-07-23 02:44:31","","","15475","-1"
"105","23569","13","2012-07-15 03:02:09","2012-07-23 01:37:27","","","13689","13689"
"106","14809","1","2012-07-19 15:16:21","","","","7627",""
"107","479","22","2012-07-20 13:26:48","","","","7627",""
"108","23749","3","2012-07-21 18:37:14","","","","7627",""
"109","23895","3","2012-07-23 16:14:13","","","","7627",""
"110","23989","1","2012-07-26 06:30:39","","","","3865",""
"111","23542","15","2012-07-30 16:18:37","2012-07-31 23:29:36","","Am adding this because  forgot to apply the bounty in time... so I want to award a bounty to the best answer... I was just waiting for my score to go over 1200 (:","15475","15475"
"112","24208","3","2012-08-01 15:32:04","","","","7627",""
"113","126","10","2012-08-02 16:20:29","2012-08-09 15:15:34","","This bounty is for the best answer that can give an up-to-date summary of the current situation. Are search buttons still necessary in 2012?","14279","14279"
"114","19213","11","2012-08-03 15:43:40","2012-08-11 17:51:44","","","7627","-1"
"115","24158","11","2012-08-07 10:32:22","2012-08-14 07:34:13","","","14279","14279"
"116","21492","3","2012-08-14 11:57:25","","","","7627",""
"117","7981","3","2012-08-14 13:18:50","","","","7627",""
"118","11669","3","2012-08-14 13:26:06","","","","7627",""
"119","4657","3","2012-08-14 13:32:37","","","","7627",""
"120","15564","3","2012-08-14 13:34:15","","","","7627",""
"121","13912","3","2012-08-14 14:42:31","","","","7627",""
"122","7583","3","2012-08-14 14:43:07","","","","7627",""
"123","6565","3","2012-08-14 14:46:25","","","","7627",""
"124","10122","3","2012-08-14 14:56:55","","","","7627",""
"125","9390","3","2012-08-14 14:57:52","","","","7627",""
"126","23589","3","2012-08-16 03:44:18","","","","7627",""
"127","21909","3","2012-08-16 03:44:55","2012-12-03 17:24:57","","","7627","3865"
"128","19378","13","2012-08-16 12:14:45","2012-08-21 09:35:20","","","9407","9407"
"129","24569","11","2012-08-16 19:48:44","2012-08-22 20:07:26","","","8248","8248"
"130","5150","15","2012-08-21 02:26:44","2012-08-27 03:02:52","","I've heard this quote in multiple conference talks - always gets a chuckle from the audience.  Looks like the asker of this question is AWOL and won't be selecting an answer.","5022","5022"
"131","24813","3","2012-08-21 16:22:30","","","","7627",""
"132","22093","11","2012-08-21 21:00:36","2012-08-26 10:55:06","","I would like to see referenced research data that shows the value of Skeumorphic design.

This data could be from a case study that you have done, or maybe you have significant data that shows the results of an A/B test that was conducted.

This is something that has fascinated me for a long time.","7493","7493"
"133","24813","14","2012-08-22 23:23:26","2012-08-31 01:01:18","","It seems this question generated a lot of interest, more than 50 rep points. I'm willing to give it to a member of our communinity, who is able to tell viable design alternatives to the current solution which is _not_ the current solution, considering the use of virtual scrollbars: mockups, detailed explanations required.","16685","-1"
"134","24944","3","2012-08-24 18:06:05","","","","7627",""
"135","24581","11","2012-08-28 07:12:39","2012-09-02 06:24:24","","Just to get a little more attention to this question. Currently there is only one answer, and I think there are other alternative answers out there.","4679","4679"
"136","8418","13","2012-08-30 19:56:01","2012-09-07 21:01:36","","","13804","-1"
"137","25139","11","2012-08-31 06:15:54","2012-09-08 08:01:37","","","17325","-1"
"138","25191","14","2012-09-03 09:04:25","2012-09-11 11:02:05","","I feel this would be useful to a lot of people (including myself) So I want a detailed answer providing a good set of guidelines you could apply for long data entry forms.","9407","-1"
"139","25361","3","2012-09-04 15:16:09","","","","7627",""
"140","25315","11","2012-09-05 14:15:58","2012-09-13 16:02:08","","","7142","-1"
"141","25313","11","2012-09-06 07:38:36","2012-09-13 06:38:52","","","14691","14691"
"142","25385","11","2012-09-11 08:31:11","2012-09-19 10:02:44","","","4508","-1"
"143","25658","3","2012-09-13 18:04:31","","","","7627",""
"144","25706","11","2012-09-15 01:03:42","2012-09-20 16:22:41","","I'm just trying to bring more attention to this question, because I feel more people should take an interest in any answers posted to it.

I will give it a few days and post the bounty to the highest voted answer.","17647","17647"
"145","25733","11","2012-09-15 22:40:30","2012-09-23 21:23:38","","","17777","17777"
"146","25475","11","2012-09-24 17:58:51","2012-09-30 19:24:48","","","17584","17584"
"147","26140","1","2012-09-26 07:51:08","","","","3865",""
"148","26004","3","2012-09-26 07:59:58","","","","3865",""
"149","26015","1","2012-09-26 08:00:48","","","","3865",""
"150","26045","1","2012-09-26 08:01:15","2012-09-26 08:04:00","","","3865","3865"
"151","26098","1","2012-09-26 08:07:56","","","","3865",""
"152","26141","3","2012-09-27 16:09:23","","","","7627",""
"153","26173","13","2012-09-29 00:06:17","2012-10-07 02:03:12","","","84","-1"
"154","26509","3","2012-10-08 15:11:04","","","","249",""
"155","26591","3","2012-10-10 11:53:49","","","","7627",""
"156","26595","3","2012-10-10 11:54:07","","","","7627",""
"157","26613","3","2012-10-10 11:54:17","","","","7627",""
"158","26680","3","2012-10-11 11:25:22","2012-10-11 14:31:24","","","7627","7627"
"159","27810","15","2012-10-18 09:29:09","2012-10-25 00:28:02","","","597","597"
"160","27976","13","2012-10-20 22:45:57","2012-10-26 00:29:11","","","8326","8326"
"161","28065","3","2012-10-21 22:16:13","","","","7627",""
"162","28123","3","2012-10-22 20:07:43","","","","7627",""
"163","19601","3","2012-10-23 19:58:07","","","","249",""
"164","28262","1","2012-10-24 18:05:10","2012-10-25 18:36:57","","","7627","7627"
"165","28390","3","2012-10-28 17:31:58","","","","7627",""
"166","21454","1","2012-11-08 10:40:43","","","","249",""
"167","29001","3","2012-11-12 13:59:43","","","","7627",""
"168","29080","3","2012-11-13 22:21:25","","","","7627",""
"169","29176","1","2012-11-15 23:02:43","","","","3865",""
"170","10558","10","2012-11-17 19:53:14","2012-11-21 23:44:48","","The answer seems a little bit outdated. How does the situation look like these days? Should I still prefer OK/Cancel buttons below the form as natural or should I move them into the action bar?","18966","18966"
"171","29208","14","2012-11-19 06:32:16","2012-11-26 08:11:09","","","21496","21496"
"172","29658","3","2012-11-27 21:40:43","2012-11-27 23:48:30","","","7627","3865"
"173","29867","3","2012-11-30 14:39:03","","","","7627",""
"174","29886","3","2012-11-30 19:12:37","","","","3865",""
"175","29921","3","2012-12-02 09:47:11","2012-12-02 09:47:21","","","3865","3865"
"176","29991","11","2012-12-06 06:50:37","2012-12-12 14:44:09","","The question raises an acute problem I'm struggling with on a daily basis. I doubt there's a fully satisfactory answer out there, but more answers would be great in any case.","3643","3643"
"177","30119","11","2012-12-07 23:23:48","2012-12-12 00:25:25","","","5359","5359"
"178","29601","1","2012-12-09 23:51:12","","","","249",""
"179","30116","1","2012-12-10 00:22:39","","","","249",""
"180","30376","3","2012-12-11 17:23:32","","","","3865",""
"181","30359","3","2012-12-11 17:23:42","","","","3865",""
"182","30383","3","2012-12-11 18:48:31","","","","3865",""
"183","25465","1","2012-12-11 20:03:12","","","","249",""
"184","23671","11","2012-12-12 06:29:45","2012-12-16 05:25:12","","","14691","14691"
"185","30248","13","2012-12-13 16:10:32","2012-12-21 17:31:21","","","7804","-1"
"186","30361","13","2012-12-15 10:08:48","2012-12-21 08:27:00","","","21973","21973"
"187","28918","11","2012-12-19 00:12:37","2012-12-26 02:08:04","","","11687","11687"
"188","30682","13","2012-12-19 17:02:53","2012-12-27 18:31:32","","","95","-1"
"189","24255","11","2012-12-19 17:18:17","2012-12-26 21:16:43","","Looking to get more answers to this question as there is still not (to my knowledge) a current 'standard' for behaviour of this issue.","3865","3865"
"190","30865","1","2012-12-21 01:04:13","","","","249",""
"191","30921","1","2012-12-22 13:34:53","","","","249",""
"192","30143","11","2012-12-26 00:12:41","2013-01-01 19:05:35","","","6046","6046"
"193","31216","1","2013-01-02 23:51:16","","","","3865",""
"194","31213","1","2013-01-02 23:51:39","","","","3865",""
"195","31244","1","2013-01-02 23:52:16","","","","3865",""
"196","31236","1","2013-01-02 23:52:34","","","","3865",""
"197","31280","3","2013-01-03 13:16:20","","","","7627",""
"198","31438","1","2013-01-07 02:54:43","","","","249",""
"199","31450","1","2013-01-07 02:55:38","","","","249",""
"200","31503","3","2013-01-07 19:47:50","","","","7627",""
"201","31532","1","2013-01-08 10:05:35","","","","249",""
"202","19257","1","2013-01-08 11:26:57","","","","3865",""
"203","29937","11","2013-01-08 13:27:34","2013-01-16 14:32:39","","More answers is better. Is it an annoying bounty? I don't think so!","19527","-1"
"204","30590","11","2013-01-08 16:56:31","2013-01-09 17:16:28","","","19527","19527"
"205","31580","3","2013-01-09 03:30:17","","","","7627",""
"206","31674","13","2013-01-14 18:38:16","2013-01-20 15:43:38","","","22321","22321"
"207","32910","3","2013-01-14 22:41:29","","","","7627",""
"208","4252","3","2013-01-16 17:09:07","","","","7627",""
"209","33171","1","2013-01-19 18:06:03","","","","249",""
"210","33220","1","2013-01-20 05:02:21","","","","249",""
"211","33300","11","2013-01-25 10:03:38","2013-01-31 13:09:35","","","14279","14279"
"212","33699","3","2013-01-28 22:46:19","","","","7627",""
"213","33780","3","2013-01-29 22:13:27","","","","3865",""
"214","33840","1","2013-01-31 07:09:41","2013-01-31 09:59:17","","","3865","3865"
"215","33750","13","2013-02-01 09:13:05","2013-02-07 07:19:43","","Though the answers so far are good reasoning, I'd really appreciate some references to articles or studies done on surveys and placement of different types of questions.","21973","21973"
"216","34220","3","2013-02-06 08:48:50","","","","3865",""
"217","34450","3","2013-02-11 08:40:44","","","","3865",""
"218","34494","3","2013-02-11 14:08:02","","","","3865",""
"219","34538","3","2013-02-11 22:32:54","","","","3865",""
"220","34573","3","2013-02-12 12:34:25","","","","3865",""
"221","33311","13","2013-02-15 11:01:36","2013-02-22 18:03:22","","","3865","3865"
"222","34685","11","2013-02-16 14:40:35","2013-02-23 19:05:02","","","5113","5113"
"223","34964","1","2013-02-19 11:37:53","","","","3865",""
"224","34958","1","2013-02-19 11:38:21","2013-02-19 11:43:28","","","3865","3865"
"225","34979","1","2013-02-20 09:54:55","","","","3865",""
"226","34716","13","2013-02-21 10:09:01","2013-03-01 11:29:48","","@J_rgen's answer is good, however, the source given's sources are very old. It would be nice to have some more up-to-date references.","27158","-1"
"227","35381","11","2013-02-26 23:35:45","2013-03-05 03:25:39","","Interested in getting a wider view on this, thanks all who have provided answers so far!","25316","25316"
"228","35024","13","2013-02-28 08:54:02","2013-03-06 07:16:56","","Looking for references explaining what this perception is based on or examples that use the opposite logic.","21973","21973"
"229","34550","11","2013-03-01 19:05:01","2013-03-05 12:15:52","","","2185","2185"
"230","35771","3","2013-03-04 10:29:58","","","","3865",""
"231","35543","11","2013-03-04 13:43:32","2013-03-10 22:25:09","","","25316","25316"
"232","35686","14","2013-03-04 16:51:17","2013-03-11 16:19:07","","","19395","19395"
"233","33736","14","2013-03-11 13:14:56","2013-03-19 14:43:55","","","25316","-1"
"234","36268","3","2013-03-13 03:21:38","","","","7627",""
"235","36284","1","2013-03-13 08:53:08","","","","3865",""
"236","36254","3","2013-03-13 18:10:14","","","","3865",""
"237","36140","13","2013-03-14 12:01:47","2013-03-15 19:57:32","","","28120","28120"
"238","2331","20","2013-03-15 16:38:22","2013-03-16 16:41:04","2013-03-16 16:38:22","","7627","-1"
"239","36129","13","2013-03-15 21:01:25","2013-03-22 07:21:59","","I am of the opinion that kids are explorers and that they are eager to learn from whatever obstacle they encounter. I've been a kid myself, and at the age of 44 I have kids of my own and I know the deed of exploring new things since all things are new to kids. 
 
What I want with this bounty is to get some kind of reference to an article of some kind discussing the question at hand and providing an answer to the question. It doesn't have to be of ""scientific quality"", just someone somewhere studying the matter and who came up with an answer to why kids open CRP's easier than adults. That's it - nothing more - nothing less - just guide me to a plce where this is proven and you'll get 100 reps. Just like that.","4679","4679"
"240","36783","13","2013-03-24 23:47:15","2013-03-27 22:54:39","","Must provide an existing or proposed classification scheme for messages and notifications that occur between system-user and user-user that applies the impact and urgency weighting. If possible, also provide examples that illustrate each particular category/type of message/notification","27659","27659"
"241","36704","13","2013-03-25 15:40:50","2013-04-01 15:39:54","","","19574","19574"
"242","36963","11","2013-03-26 10:44:12","2013-04-03 11:55:23","","","22159","-1"
"243","37686","3","2013-04-05 15:35:20","","","","3865",""
"244","25687","15","2013-04-05 20:04:17","2013-04-11 13:21:37","","... and if you can provide a better one than those two answers already available, feel free to make your voice heard. 100 reps is at stake.","4679","4679"
"245","37667","3","2013-04-06 13:44:01","","","","3865",""
"246","37744","3","2013-04-07 11:19:16","","","","3865",""
"247","38035","1","2013-04-14 07:30:22","","","","3865",""
"248","5626","3","2013-04-18 15:04:37","","","","7627",""
"249","21278","14","2013-04-25 15:57:42","2013-05-01 19:05:13","","The ability to initiate commands on selected elements *in their context* is important to the complex touch interfaces.
A general and conventional solution has yet to arise.","17246","17246"
"250","34956","15","2013-04-28 17:51:58","2013-05-05 05:58:39","","There is one answer here who have an insight I didn’t think of asking the question in the first place. I think that answer needs more recognition than it currently has.

Do you feel you have an answer that could outscore the one I’m thinking of – go ahead and give it a try!","4679","4679"
"251","38783","3","2013-04-28 18:12:36","","","","3865",""
"252","38611","13","2013-04-29 14:02:47","2013-05-06 13:42:59","","","30820","30820"
"253","38957","3","2013-04-30 20:52:16","2016-08-01 09:14:08","","","7627","3865"
"254","39153","3","2013-05-05 12:51:53","","","","7627",""
"255","6257","3","2013-05-07 11:39:59","","","","7627",""
"256","20955","3","2013-05-08 09:07:18","","","","249",""
"257","39314","3","2013-05-08 20:26:11","","","","7627",""
"258","39511","11","2013-05-14 18:19:30","2013-05-16 06:02:57","","","25125","25125"
"259","39877","3","2013-05-20 13:04:48","","","","7627",""
"260","40151","11","2013-05-29 03:34:42","2013-06-04 04:39:29","","I would like to find a very clear way for the user to understand the website is draggable and the same time this way should not be obtrusive.","32130","32130"
"261","40249","1","2013-05-30 08:39:12","","","","249",""
"262","40273","1","2013-05-30 08:39:19","","","","249",""
"263","40345","3","2013-05-30 21:27:57","","","","7627",""
"264","40498","3","2013-06-04 08:44:10","","","","3865",""
"265","40549","3","2013-06-05 08:34:08","","","","3865",""
"266","40491","3","2013-06-05 09:58:07","","","","3865",""
"267","40640","3","2013-06-07 07:49:43","","","","3865",""
"268","41030","3","2013-06-18 13:58:46","2013-06-18 14:08:32","","","7627","7627"
"269","41109","1","2013-06-19 13:20:58","","","","3865",""
"270","41322","1","2013-06-24 23:24:21","","","","3865",""
"271","41381","3","2013-06-26 12:24:05","","","","3865",""
"272","41542","3","2013-06-28 22:37:46","","","","3865",""
"273","41518","1","2013-07-02 12:45:19","","","","3865",""
"274","41641","3","2013-07-02 17:43:40","","","","3865",""
"275","41708","3","2013-07-03 14:27:45","","","","3865",""
"276","23549","13","2013-07-08 06:07:31","2013-07-16 07:28:19","","Has there been any research into the impact of a .com domain for non-US site? Does it matter what sort of site it is?","13368","-1"
"277","41160","13","2013-07-09 03:57:56","2013-07-17 05:28:45","","","17631","-1"
"278","41201","13","2013-07-10 08:35:00","2013-07-17 05:27:43","","As explained in the question only, I need a convincing study or analysis along with any alternatives for the same","25193","25193"
"279","42105","3","2013-07-12 07:43:34","","","","3865",""
"280","42106","3","2013-07-12 07:43:56","","","","3865",""
"281","42120","3","2013-07-12 18:17:54","","","","3865",""
"282","41987","11","2013-07-12 19:19:42","2013-07-20 06:55:26","","Both of the answers that I already got are very valuable. Want to hear more on possible options.","33174","33174"
"283","41916","11","2013-07-14 11:00:57","2013-07-22 12:34:55","","I started this bounty in a hope to get more answers. rk's answer is a good one so far, but doesn't help me too much. Im not sure, it all boils down to packaging design only.","9003","-1"
"284","42114","13","2013-07-15 00:20:47","2013-07-23 01:35:14","","","8595","-1"
"285","42508","3","2013-07-21 16:37:20","","","","3865",""
"286","42501","3","2013-07-21 22:43:05","","","","3865",""
"287","42505","3","2013-07-21 22:43:18","","","","3865",""
"288","42570","11","2013-07-24 23:12:02","2013-07-29 15:01:14","","Great answers already provided. I'd like to get some more opinions on the value of user journeys.","25316","25316"
"289","42587","13","2013-07-25 11:57:47","2013-07-30 08:08:08","","I'm searching for a study or research about using personal information in success or error messages","14304","14304"
"290","42853","11","2013-07-31 07:22:57","2013-08-05 22:41:00","","Looking for examples or instances where the model can be successfully used as a semi-quantitative metric of user experience.","27659","27659"
"291","43033","3","2013-07-31 23:13:07","","","","3865",""
"292","43029","3","2013-07-31 23:13:30","","","","3865",""
"293","43023","3","2013-07-31 23:13:47","","","","3865",""
"294","42904","13","2013-08-01 13:21:23","2013-08-09 13:36:24","","I'd like to see some industry data, perhaps from white papers, research papers, etc. I am currently performing an ROI analysis of wireframing/prototyping within my own organization, but I would like as much industry data as possible to support my findings.","28412","28412"
"295","42922","11","2013-08-07 11:33:24","2013-08-13 21:31:27","","Thanks to those who have provided answers, as always I'm interested in finding out how others have done a quick and dirty audit and how they analysed the data equally as quick.","25316","25316"
"296","44533","3","2013-09-04 09:58:42","","","","3865",""
"297","44580","15","2013-09-09 08:50:16","2013-09-16 08:30:58","","The accepted answer to this questions made me realize what Cross Channel is about, and I want to award the author of that answer extra reputation.

Cross Channel within Information Architecture is also being revised and discussed on [Twitter]( https://twitter.com/search?q=%23CrossChannel&src=typd) as well as the upcoming [Euro IA]( http://www.euroia.org/) event in Edinburgh later this month. Especially a talk by Adam Ungstad on the topic [“Metadata in the Cross-Channel Ecosystem — Consistency, Context and Interoperability”]( http://www.euroia.org/talk/cross-channel-ecosystem) and a workshop by Andrea Resmini called [“Being in Business with IA — Delivering Cross-channel UX”]( http://www.euroia.org/workshop/being-in-business-with-ia).

Because of that, I want to highlight this question and see if anyone else inside the UX.SE community has any further and/or different view on Cross Channel. Qualitative answers will receive my up-vote.","4679","4679"
"298","44802","1","2013-09-10 16:19:13","","","","3865",""
"299","45204","3","2013-09-22 21:51:30","","","","3865",""
"300","45953","11","2013-10-17 19:01:23","2013-10-23 20:03:16","","","25316","25316"
"301","48030","11","2013-11-18 05:58:20","2013-11-24 14:42:20","","","25193","25193"
"302","48356","1","2013-11-22 18:02:45","2013-11-22 19:42:19","","","3865","3865"
"303","48604","13","2013-12-01 15:40:25","2013-12-09 10:46:27","","","36985","36985"
"304","48686","3","2013-12-02 20:47:17","","","","3865",""
"305","48719","3","2013-12-03 15:16:44","","","","3865",""
"306","48718","3","2013-12-03 15:16:56","","","","3865",""
"307","48850","1","2013-12-09 14:41:20","","","","3865",""
"308","48928","3","2013-12-11 09:20:16","","","","3865",""
"309","48932","3","2013-12-11 09:23:22","","","","3865",""
